,product_id,product_name,reviewer,rating,review_date,advantages,disadvantages,comment,purchase_state
12390,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Алена,4,"06 марта, 17:09",,,"Сами бокалы хорошие, но упаковка не подарочная, пока открывала ,чтобы проверить ,чуть не порвала",Выкупили
8406,28923876,Блузка базовая,Ирина,4,"16 июня, 13:21",Большемерит,,,Отказались
7921,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Ольга,4,"17 июня, 12:30",,,"Очень навязчивый, резкий аромат...",Выкупили
6618,135895113,Блузка боди с длинным рукавом,Александра,4,"17 мая 2024, 23:18",,,"Маломерит(
На рост 180 короток",
6226,135895113,Блузка боди с длинным рукавом,Анна,4,"08 мая, 21:00",,Сильно большемерит,,Вернули
7581,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Покупатель Wildberries,4,"20 июня, 19:01","Доставка отличная, вкус апельсина никому из семьи не понравился на любителя",,,Выкупили
6455,135895113,Блузка боди с длинным рукавом,Покупатель Wildberries,4,"24 ноября 2024, 16:17","Красивое , подошло по размеру","Пришло не то , что заказывала . Заметила конда уже была дома . Возрат не стала делать , потрму что боди само по себе нп плолое . Единственное жль , что рукова не стоят . Рукав выполнен из мягкой сетики , есои бы был плотный фатин , было бы лучше.","Материал приятный в телу , застёжки на крючках , можно и в пир , и в мир , и в доьрые люди .",
6684,135895113,Блузка боди с длинным рукавом,Анастасия,4,"10 марта 2024, 16:16",,,"Хорошее боди, но плотность не очень высока",
12288,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Светлана,4,"08 марта, 15:46",Очень долгая доставка. Товар заказывался на презент . Вовремя не пришёл. 😢,,,Выкупили
11953,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Инна,4,"23 марта, 12:07","Пришли целые, коробка подарочная",Одинаковые надписи на обоих бокалах,"Нужно быть внимательнее при упаковке товара, хочется дарить бокалы с разными надписями, я выкупила потому что дарила по одному",Выкупили
6964,135895113,Блузка боди с длинным рукавом,Елена,4,"08 октября 2023, 20:36",,,"Коротковат, поэтому отказ ( а по качеству очень понравился)",
1642,183948489,Подарочный набор бокалов с надписью,Анастасия,4,"09 мая, 16:24",,Краска стирается бвстро,,Выкупили
11794,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Анастасия,4,"14 апреля, 12:35","Выкупать не стала, в целом все хорошо,но не понравилось, что надпись тусклая",,,Отказались
5545,142199442,Емкость для сыпучих продуктов баночки c наклейками,Наталья,4,"16 апреля, 08:51","Очень удобный размер, можно поставить друг на друга",,,Выкупили
588,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Ангелина,4,"29 мая, 14:17",,За такие деньги норм,,Выкупили
5453,142199442,Емкость для сыпучих продуктов баночки c наклейками,Валентина,4,"03 мая, 21:02","Очень удобные , очень понравились и упакованы хорошо 👍",,,Выкупили
126,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Виктория,4,"19 июня, 22:43",,"Минус звезда за запах, который после многих стирок к сожалению сохранился всё ещё, но не критично сильно","Джинсы удобные, в размер. Цвет красивый, длина закрывает щиколотки.",Выкупили
11693,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Екатерина,4,"06 мая, 13:15",,бледная гравировка,,Отказались
6474,135895113,Блузка боди с длинным рукавом,Алена,4,"16 ноября 2024, 08:16",,,"Отказ ввиду другой модели, маломерит на 46,48 надо брать чуть больше",Отказались
6809,135895113,Блузка боди с длинным рукавом,Антонина,4,"11 января 2024, 19:41",,,На рост 177 коротковат.,
1755,183948489,Подарочный набор бокалов с надписью,Анастасия,4,"14 апреля, 12:35","Выкупать не стала, в целом все хорошо,но не понравилось, что надпись тусклая",,,Отказались
8319,28923876,Блузка базовая,Алевтина,4,"21 июня, 10:22",,,"Хорошая блузка,,ткань лёгкая,,размер не подошёл,,внучке отдала,,,",Выкупили
8136,10147914,Офисная базовая блузка,Ирина,4,"23 июня, 15:39","Летняя, стандартная",Цвет совсем не голубой,,Отказались
312,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Александра,4,"10 июня, 22:37",Цена,"Швы, полоса","На бедра 103 см лучше брать 32 размер: 31 налезли, но в обтяг. На рост 174 см длина отличная. Стрейч тянучий, цвет соответствует, голубой. Качество швов на четвёрочку. При такой цене можно в принципе закрыть глаза на недостатки. К сожалению 32 размера не оказалось :( И да, поддерживаю отзыв, который написал кто-то ранее - странная полоса спереди, такое ощущение, что окрашивали в свёрнутом виде. Отказ.",Отказались
6782,135895113,Блузка боди с длинным рукавом,Юлия,4,"25 января 2024, 18:19",,,Не подошла ростовка,
1528,183948489,Подарочный набор бокалов с надписью,Мария,4,"01 июня, 08:21",,,"Хорошие, но пришли разбитые",Отказались
8112,10147914,Офисная базовая блузка,Покупатель Wildberries,4,"Вчера, 06:44",,Синтетика,,Выкупили
6899,135895113,Блузка боди с длинным рукавом,Елена Родионова,4,"30 ноября 2023, 21:46",,,"фото и реальность не соответствует,  качество хорошее, но по высоте мал, на низеньких, рост 170 и р.48, размер 50 - мал, в груди максимум на 2",
7113,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Элла,4,"Сегодня, 16:42",,Пришел плохо закрученый и протек,,Вернули
8124,10147914,Офисная базовая блузка,Светлана,4,"23 июня, 21:25",,"Цвет не совсем тот, что на фото: приглушенный  зеленый",,Выкупили
8626,28923876,Блузка базовая,Покупатель Wildberries,4,"06 июня, 08:16",,,"Так себе, крой робы.",Выкупили
8257,28923876,Блузка базовая,Юлия,4,"Вчера, 17:55",,Не понравилась ткань.,,Отказались
2034,183948489,Подарочный набор бокалов с надписью,Наталья,4,"16 марта, 10:14",,"подарочная упаковка  порвана, хоть и пришел упакован в дополнительную коробку",,Выкупили
8868,28923876,Блузка базовая,Ирина,4,"21 мая, 16:51",,Цвет не голубой,,Отказались
4335,160599645,Весы напольные электронные с приложением для дома 180 кг,Галина,4,"Сегодня, 22:53",,Быстро сломались (,,Выкупили
5586,142199442,Емкость для сыпучих продуктов баночки c наклейками,Покупатель Wildberries,4,"11 апреля, 02:15","Замечательные удобные, баночки",,,Выкупили
6557,135895113,Блузка боди с длинным рукавом,Татьяна,4,"14 сентября 2024, 11:44",,,"Не очень удобная застежка ткани сзади не хватает, крючки когда застегиваешь они не спереди ,а почти на попе за это минус звезда. Оставила сама до шью ткани чтобы удленить. В целом боди очень красивый",Выкупили
3687,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Ирина,4,"06 июня, 13:37",Неплохие пакеты. Один упорно не хочет держать вакуум и постоянно надувается.,,,Выкупили
610,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Евгения,4,"28 мая, 16:44",Качество хорошее.,"Не тянутся почти,маломерят.",,Отказались
2623,3932186,Мультибокс для овощерезки «Практика»,Наталья,4,"26 апреля, 18:25","Тёрки сами очень острые, режут отлично.","Пластик так себе, уж очень тонкий и хлипкий. Посмотрим на сколько хватит.",,Выкупили
6942,135895113,Блузка боди с длинным рукавом,Ксения,4,"02 ноября 2023, 18:55",,,"Не застегнулся боди , хотя рост у меня 160 всего, там ещё сантимов 10 не хватает. И рукава слишком длинные мне. Сам неплохой, ткань плотная. Не тянется",
9486,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Антонина,4,"16 июня, 21:30",Аромат,Масло довольно густое. Немного сложно распределять по сухой коже,"Расход высокий. Макияж смывает несколько плохо. После того, как при умывания добавляешь воду не эмульгирует, а пенится, больше всё таки похоже на гель",Выкупили
8743,28923876,Блузка базовая,Арменуи,4,"30 мая, 17:05",,Маломерит,,Отказались
11731,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Екатерина,4,"28 апреля, 06:07",Понравилась цена. Бокалы целые пришли. Упаковано хорошо,"Упаковочная коробка была не крепкая, крошилась по уснованию.",,Отказались
8786,28923876,Блузка базовая,Александра,4,"28 мая, 10:08",За такие деньги пойдёт,Ткань неприятная и не совсем прямая к низу чуть заужена. Цвет прям под цвет кожи.,,Выкупили
1277,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Екатерина,4,"20 июня, 19:19","Нам не подошли они, сначала одевали памперсы 1, всё было хорошо, перешли на эти и всё от них у ребёнка покраснело.",Они протекают и не впитывают.,,Выкупили
3692,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Татьяна,4,"06 июня, 07:58","Отличные пакеты , но короткие пальто не входит.",,,Выкупили
685,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Дарья,4,"26 мая, 11:20",,,"Размер соответствует, но по бокам в коленках сборка, постоянно надо их спускать, но помогает не надолго.",Выкупили
2746,3932186,Мультибокс для овощерезки «Практика»,Покупатель Wildberries,4,"24 марта, 17:56",,"Тонкий пластик на раме. Сказать что конструкция хлюпкая не могу, но предыдущая подобная терка прослужила мне лет 20 и рама не в пример этой более основательная.","Пока исполняет свои функции неплохо, дальше время покажет. Если бы была возможность подержать тетку в руках до покупки, то пожалуй, отказалась от приобретения.",Выкупили
8382,28923876,Блузка базовая,Ольга,4,"17 июня, 16:05",Цвет,Ткань - синтетика. Не понравился покрой блузки.,,Отказались
601,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Елена,4,"28 мая, 22:27","Под попой прям складки собираются, впервые с таким сталкиваюсь",,,Отказались
6626,135895113,Блузка боди с длинным рукавом,Наталья,4,"05 мая 2024, 22:21",,,"Блуза симпатичная , но на очень короткое тело, кое как натянула  снизу застегнула, и не комфортно врезается.
Не совсем довольна неудобствами",
448,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Валерия,4,"03 июня, 21:51",,,Маловаты,Отказались
9005,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Алёна,4,"Вчера, 06:07","очень хорошо смывает макияж, кожа идеально гладкая после него, как будто после салона или горячей ванны/душа.","вызывает высыпания, у меня комбинированная кожа. перестала из-за этого пользоваться",,Выкупили
1913,183948489,Подарочный набор бокалов с надписью,Анна,4,"23 марта, 13:51",,,"Пришло все целое, но с запазданием на 5 дней, поэтому снимаю звезду.",Выкупили
10615,35778729,"Жиросжигатель для похудения капсулы, БАД",Галина,4,"Сегодня, 12:51",,,Пропила курс не поправилась но и не похудела.,Выкупили
2527,3932186,Мультибокс для овощерезки «Практика»,Сони,4,"20 мая, 16:38",,"Товар за такую цену,упакован так себе",,Выкупили
4306,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Исмагилова,4,"05 мая, 08:57",В целом всё отлично. Полная комплектация.,Насос слабовато сосет,Рекомендую к покупке,Выкупили
7543,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Покупатель Wildberries,4,"21 июня, 08:44",Упакован хорошо.,Вкус не очень.,,Выкупили
5566,142199442,Емкость для сыпучих продуктов баночки c наклейками,Александра,4,"13 апреля, 14:53","Все хорошо , баночки классные, но был неприятный сюрприз",,,Выкупили
8051,10147914,Офисная базовая блузка,Наталья,4,"Сегодня, 09:08",,,"Хорошая блузка, отказ в пользу другой модели",Отказались
9295,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Ольга,4,"20 июня, 09:28",,Не вижу эффекта,,Выкупили
6643,135895113,Блузка боди с длинным рукавом,Милена,4,"15 апреля 2024, 12:26",,,Хорошая за свои деньги,
8421,28923876,Блузка базовая,Наталья,4,"15 июня, 20:59",Цвет,"Покрой не очень, топорщится горловина",Блузка за свою цену.,Выкупили
2537,3932186,Мультибокс для овощерезки «Практика»,Ирина,4,"19 мая, 10:03",Пришел заказ чуть раньше,"Это не тот Бернер, что был 30 лет назад. Острый, конечно, но пластик облегченный.","Пробовала капусту. Тоненько, сочно, легко, без нажима. Прослужит некоторое время. (Старый вариант был в постоянном использовании 30 лет. Треснул упор внизу недавно) . На вес он легче. Нет ручки с торца для удерживания, например на столе под углом. Есть пазы для установки на миску или лоток. За эту стоимость нормально.",Выкупили
7431,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Алеся,4,"22 июня, 13:00",,"НЕВКУСНЫЙ, просто сладкий и голубой",,Выкупили
5339,142199442,Емкость для сыпучих продуктов баночки c наклейками,Ольга,4,"21 мая, 10:35","Хороший размер, широкое горлышко",В четырёх баночках были кусочки стекла,"Пришли в коробке, упакованы хорошо, всё целое",Выкупили
9142,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Нюрьяна,5,"22 июня, 20:51",Гель очень хороший👍,,Справляется со своей задачей..,Выкупили
2037,183948489,Подарочный набор бокалов с надписью,Покупатель Wildberries,5,"16 марта, 09:31","Очень красивые бокалы, с интересными надписями. Рекомендую",,,Выкупили
5659,142199442,Емкость для сыпучих продуктов баночки c наклейками,Покупатель Wildberries,5,"04 апреля, 15:31","Размер, то что надо и за счёт формы очень компактные",,,Выкупили
6298,135895113,Блузка боди с длинным рукавом,Анджела,5,"10 февраля, 22:30",,Маломерит,Качество хорошее,Отказались
2817,3932186,Мультибокс для овощерезки «Практика»,Ххх,5,"11 марта, 22:11",,,Терка супер 👌 заказала еще к ней отдельно лоток для сбора .,Выкупили
6103,142199442,Емкость для сыпучих продуктов баночки c наклейками,Елена,5,"19 февраля, 15:54","Отличные банки
Все пришло в целости",,,Выкупили
1790,183948489,Подарочный набор бокалов с надписью,Мария,5,"10 апреля, 07:19","Обычные бокалы, но за счёт гравировки, выглядят оригинально, и, надеемся, будут приятным напоминанием. Покупали в подарок.",,,Выкупили
10945,35778729,"Жиросжигатель для похудения капсулы, БАД",Светлана,5,"23 июня, 18:47",,,"Жиросжигатель выбирала долго) Да, не спорю, очень хотелось быстрого результата, но в то же время какой нибудь вред моему организму был не нужен точно. В капсулах мне удобнее принимать, все компоненты в составе натуральные, мне подошли!",Выкупили
1688,183948489,Подарочный набор бокалов с надписью,Анастасия,5,"28 апреля, 21:02",😘,,,Выкупили
3209,3932186,Мультибокс для овощерезки «Практика»,Елена,5,"11 января, 17:57","Пришел товар упакованный в пупырчатый пелеэтилен в пластике, все аккуратно упаковано, без повреждений в отличном состоянии.Подставку заказала отдельно, пришла в фирменной коробке тоже в отличном состоянии.Осталась очень довольна.",,"Замечательная овощерезке, острая и удобная, есть инструкция и рецепты, супер!Нужно беречь руки лезья очень острые!",Выкупили
7877,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Дарья,5,"17 июня, 19:32","Класный, получается вкусная газировка.",,,Выкупили
6480,135895113,Блузка боди с длинным рукавом,Ирина,5,"15 ноября 2024, 07:37","Красивая блузка, по размеру,аккуратно прошита, я довольна 👍",,,Выкупили
2091,183948489,Подарочный набор бокалов с надписью,Покупатель Wildberries,5,"14 марта, 06:30","Всё в целости, упаковано отлично",,,Выкупили
1374,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Алина,5,"19 июня, 14:42",,,"Беру для ребёнка 9+ кг. 10 мес. 12-17 размер. В сравнении с ламой 11-25 кг. Лама-большие. А эти - для нас самое то👍 не давят, не текут.",Выкупили
10405,35778729,"Жиросжигатель для похудения капсулы, БАД",Елизавета,5,"22 июня, 12:30",,,"Подруга посоветовала. Без спорта и диет сбросила почти 4.5кг за месяц. Принимала по инструкции, без фанатизма. Запивала большим количеством воды, но результат был не высокий. Перестала кушать сахар, быстрые углеводы и стала ходить много ходить. Вес сразу стал резко понижаться. Теперь знаю как вернуть форму. После месяца приема капсул появилось желание взяться за себя основательно. Питание уже поправила, спорт ввожу постепенно, вторую баночку жиросжигателя орсофита уже заказала.)",Выкупили
7248,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Оксана,5,"Вчера, 10:36",Вкус,,"Очень понравился, использовала для приготовления коктейлей. Вкусно !",Выкупили
5760,142199442,Емкость для сыпучих продуктов баночки c наклейками,Покупатель Wildberries,5,"26 марта, 02:40","Очень хорошо смотрятся на кухне, не занимают много места",,,Выкупили
11087,35778729,"Жиросжигатель для похудения капсулы, БАД",Алена,5,"23 июня, 11:50","Окончила курс приёма неделю назад, мне очень понравился. Качество на высоте, скинула 4 кг, вес стоит на месте. Спасибо большое производителю и продавцу.",,,Выкупили
1417,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Алена,5,"18 июня, 21:09",За такие подгузники цена не плохая. Удобная упаковка с ручкой,Немного толстые,"Мне показалось, что не равномерно распределяется жидкость в памперсе и большая часть скапливается спереди и надувант в этой области подгузник (у меня мальчик). Возможно у девочек иначе",Выкупили
2538,3932186,Мультибокс для овощерезки «Практика»,Покупатель Wildberries,5,"18 мая, 19:15",Лезвия очень острые,,,Выкупили
3882,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Юлия,5,"27 мая, 22:59",Хорошие пакеты! Планирую заказать в разных размерах,,,Выкупили
3343,3932186,Мультибокс для овощерезки «Практика»,Татьяна,5,"21 декабря 2024, 04:28","Острая, огурец натерла за 30 секунд",,,Выкупили
2407,3932186,Мультибокс для овощерезки «Практика»,Ольга,5,"24 июня, 15:42",Классная!,,,Выкупили
1536,183948489,Подарочный набор бокалов с надписью,Дарья,5,"29 мая, 21:07","Красивые ,хорошо упакованы",,,Выкупили
649,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Светлана,5,"27 мая, 17:14",,,"Очень хорошие, качественные. 👍",Выкупили
1078,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Ксения,5,"22 июня, 17:19",Памперсы лучше всех ещё трусики супер советую. Очень хорошие,,,Выкупили
1123,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Анастасия,5,"22 июня, 10:13",Быстро пришли. Хорошо упакованы 👍,"По сравнению с подгузниками тот же размер, маломерят .","Но качество хорошее, не протекают 👍
Рекомендую, берем не первый раз и будем заказывать ещё 👍",Выкупили
11302,35778729,"Жиросжигатель для похудения капсулы, БАД",Вера,5,"22 июня, 16:40",,,Только получила . Позже напишу результаты. Упакована хорошо 👍,Выкупили
12429,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Владимир Иванюк,5,"05 марта, 21:43",Отличные бокалы. Брали 20 наборов.,"Один набор был разбит, проверяли дома.",,
4954,160599645,Весы напольные электронные с приложением для дома 180 кг,Екатерина,5,"22 июня, 09:08","Хоррошие весы, пришли целые, рвботают отлично",,,Выкупили
7528,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Дарья,5,"21 июня, 12:31",Вкусный,,,Выкупили
6196,135895113,Блузка боди с длинным рукавом,Виктория,5,"23 июня, 13:51",,,"Села великолепно, очень красиво и нежно смотрится. Не знаю как, но xl сел идеально, а вот 2xl не застегнулся (мало длины) и ткань чуть меньше тянется, чем xl, но в целом все идеально.",Выкупили
10183,35778729,"Жиросжигатель для похудения капсулы, БАД",Нина,5,"23 июня, 06:05",,,"После 3,5 недель использования этого средства решила написать отзыв. Сначала принимала по одной таблетке во время еды в течение недели, но эффект был слабее, чем я ожидала. Тогда я начала принимать по две в день, и это дало заметный результат. Теперь у меня пропало желание есть сладкое, и я наедаюсь меньшими порциями. Побочных эффектов нет, и самое главное – мой вес начал снижаться. Планирую пройти еще один курс перед отпуском, чтобы быть в хорошей форме. Активный образ жизни и правильное питание – вот мой секрет успеха.",Выкупили
11594,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Анна Левачкова,5,"26 мая, 19:51",,,,Выкупили
3176,3932186,Мультибокс для овощерезки «Практика»,Зоя Рыжковская,5,"18 января, 02:15",Чудесная тёрка для драников и для детских пюрешек,,,Выкупили
244,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Алена,5,"14 июня, 18:53","Отличные, оказались большие, выкупила на 2 размера меньше",,,Отказались
2692,3932186,Мультибокс для овощерезки «Практика»,Любовь,5,"04 апреля, 15:56","Терка отличная, рекомендую.",,,Выкупили
98,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Татьяна,5,"20 июня, 21:17",Очень понравились. К телу приятные . Цвет понравился.,Не подошел размер😭Перезаказала .,,Отказались
10359,35778729,"Жиросжигатель для похудения капсулы, БАД",Лера,5,"22 июня, 16:03",,,"За неделю приёма могу отметить, что благодаря этим капсулам у меня уменьшился аппетит, я регулярно посещаю тренировки. За это время минус 1,1 кг, перестала отекать по утрам",Выкупили
10150,35778729,"Жиросжигатель для похудения капсулы, БАД",Асия,5,"23 июня, 10:21",,,"Я понимаю, что препарат может действовать по-разному на каждого. Я перепробовала множество средств, но ничего не дало результата, пока не решила попробовать Орсофит. И, о чудо, мой вес наконец сдвинулся. Я принимаю по 2 капсулы в день, и теперь интервальное голодание дается мне намного легче. Конечно, не обойтись без спорта и правильного питания, но многие надеются на чудо, игнорируя эти важные моменты. Также стоит отметить, что от этих капсул я ощущаю легкость и прилив энергии. Рекомендую всем, потому что это единственное средство, которое действительно помогло мне уже с первого курса.",Выкупили
1603,183948489,Подарочный набор бокалов с надписью,Виктория,5,"19 мая, 18:16",,,,Выкупили
5258,142199442,Емкость для сыпучих продуктов баночки c наклейками,Маришка,5,"13 июня, 19:22",Спасибо,,,Выкупили
10877,35778729,"Жиросжигатель для похудения капсулы, БАД",Таня,5,"23 июня, 22:31",,,Будто бы организм улучшил свою работу благодаря этому средству. Однозначно 5 звезд.,Выкупили
5788,142199442,Емкость для сыпучих продуктов баночки c наклейками,Елена,5,"22 марта, 15:16",Баночки пришли все целые! Всё отлично! Спасибо!,,,Выкупили
7676,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Юлия,5,"19 июня, 17:40",Вкусняшки,,,Выкупили
12334,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Анна,5,"07 марта, 16:41","Пришло все целое, минус был перенос доставки. Было куплено на подарок ели вовремя пришло",,,Выкупили
9990,35778729,"Жиросжигатель для похудения капсулы, БАД",Лариса,5,"23 июня, 18:28",,,"Пью таблетки, пока результата не заметила, посмотрим, что будет дальше",Выкупили
6264,135895113,Блузка боди с длинным рукавом,Юлия Рыбакова,5,"19 марта, 08:35",,Не подошел размер,,Вернули
5541,142199442,Емкость для сыпучих продуктов баночки c наклейками,Евгения,5,"16 апреля, 14:52","Супер, все пришло в целости и сохранности, спасибо 🤗🤗🤗",,,Выкупили
6466,135895113,Блузка боди с длинным рукавом,Гоар,5,"18 ноября 2024, 23:21",,,Очень качественный и красивый,Отказались
5059,160599645,Весы напольные электронные с приложением для дома 180 кг,Ирина,5,"21 июня, 11:44","Взвешивают, с телефоном сконектились, все работает",Нет пока,,Выкупили
8190,10147914,Офисная базовая блузка,Евгения,5,"22 июня, 14:21",Отличная блузка! Рекомендую!,Всё хорошо,Отлично,Выкупили
7127,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Ирина,5,"Сегодня, 14:11",Очень вкусный,-,"Очень вкусный,когда закончится купим еще",Выкупили
3200,3932186,Мультибокс для овощерезки «Практика»,Динара,5,"13 января, 10:07",Шикарная тёрка. Стоит своих денег,,,Выкупили
11372,35778729,"Жиросжигатель для похудения капсулы, БАД",Яна,5,"22 июня, 11:55",,,"Не знаю как кому, а лично мне очень понравилось средство. Я долго выбирала, и решила остановить выбор именно на нём. Может 30 кг и не скинешь, зато здоровью точно не навредишь. Лично я считаю его для себя самым эффективным и безвредным. В месяц выходит скинуть порядка 5-6 килограмм, без особых усилий, и если вы правильно питаетесь. А так же он придает сил и улучшает общее состояние организма. Мне он очень помог. Спасибо продавцу и рекомендую.",Выкупили
8779,28923876,Блузка базовая,Надежда,5,"28 мая, 18:38","Симпатичная, яркая, сидит хорошо.",,,Выкупили
3005,3932186,Мультибокс для овощерезки «Практика»,Александр,5,"11 февраля, 17:27",оригинал,,Оригинал без сомнений. Сделано в Германии.,Выкупили
3536,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Покупатель Wildberries,5,"16 июня, 03:15",По описанию,,,Выкупили
8575,28923876,Блузка базовая,Лариса,5,"08 июня, 20:40",,,Классная! Буду носить. Спасибо большое!!!,Выкупили
7622,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Екатерина,5,"20 июня, 13:44","Вкусный сироп, для летних лимонадов идеально. Пришел целый.",,,Выкупили
12251,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Наталия,5,"09 марта, 15:51",,,"Брала на подарок, все пришло целое, упаковано хорошо, спасибо продавцу",Выкупили
164,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Татьяна,5,"17 июня, 22:53",,,"Хорошие джинсы,но на 50размер заказала48 и то можно было 46 ,а так всё отлично",Выкупили
63,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Людмила,5,"22 июня, 20:40 • Дополнен",,,"Джинсы огонь, качество супер. Тонкие, как раз на лето, хорошо тянутся. Цвет симпатичный, длина хорошая на рост 177 отлично. В размер. Рекомендую. Спасибо продавцу  за качество и упаковку.",Отказались
3690,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Наташа,5,"06 июня, 10:14","Пакеты подошли по размеру и очень удобные, пылесосом всё завакуумировалось, спасибо.",,,Выкупили
7338,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Покупатель Wildberries,5,"23 июня, 11:54","Всегда заказываю, вкусный",,,Выкупили
6920,135895113,Блузка боди с длинным рукавом,Покупатель Wildberries,5,"21 ноября 2023, 03:05",,,"Боди просто песня , качество отличное, заказывала давно ношу очень часто и с удовольствием, вроде положили ещё подарочек,  за 6 месяцев носки не нашла никаких недостатков , рекомендую",
12194,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Татьяна,5,"11 марта, 16:19","Спасибо, очень понравились.Качественнг упакованы",,,Выкупили
3332,3932186,Мультибокс для овощерезки «Практика»,Алиса,5,"22 декабря 2024, 14:47",,Нет,"Сама тёркой не пользовалась , но бабуля сказала то что надо",Выкупили
1570,183948489,Подарочный набор бокалов с надписью,Ольга,5,"25 мая, 10:20",Хорошие бокалы! Именинница довольна,,,Выкупили
7147,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Екатерина,5,"Сегодня, 10:09","Берем уже 3 раз. Дети делают на даче мохито. Мята, сироп, минералка!",,,Выкупили
4196,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Покупатель Wildberries,5,"11 мая, 02:39 • Дополнен",,,Классные и качественные пакеты. Большой вместительный размер. Рекомендую 👍🏼👍🏼👍🏼,Выкупили
1003,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Екатерина,5,"23 июня, 13:53",Мягкие. Количество.,,Мягкие и не протекают,Выкупили
791,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Анна,5,"Сегодня, 13:44",,,Все круто! Товар на фото!,Выкупили
5400,142199442,Емкость для сыпучих продуктов баночки c наклейками,Ирина,5,"12 мая, 12:07",Очень удобно Теперь всё красиво стоит,,,Выкупили
11501,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Наталья,5,"19 июня, 07:47",Приши в срок,,"Заказала на подарок , понравились",Выкупили
6641,135895113,Блузка боди с длинным рукавом,Оксана,5,"16 апреля 2024, 14:17",,,"Достойное качество, Классно смотрится! брала на размер больше - сел идеально",
6110,142199442,Емкость для сыпучих продуктов баночки c наклейками,Покупатель Wildberries,5,"19 февраля, 07:00",Всё  отлично 👍,Недостатков нет,"Я в восторге
Можно наборы делать разных размеров",Выкупили
5141,160599645,Весы напольные электронные с приложением для дома 180 кг,Дарья,5,"20 июня, 15:27",,Пока все ок,"Проверила на точность 5ти литровкой, показывают точно, спасибо",Выкупили
